# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
# Client exiting..
20230730-113313-8056 00156 ! ResendRequest   (client.cc:131):    Client timeout; resending request: 1
9 1693395195.006641 1693395204.620806 9614165 3 1 0 
10 1693395204.621101 1693395204.621361 260 1 1 0 
1 1693395195.640528 1693395204.621533 8981005 2 1 0 
11 1693395204.621555 1693395204.621841 286 1 1 0 
2 1693395204.621788 1693395204.622117 329 1 1 0 
12 1693395204.622151 1693395204.622512 361 1 1 0 
3 1693395204.622324 1693395204.622657 333 1 1 0 
13 1693395204.622740 1693395204.623015 275 1 1 0 
4 1693395204.622845 1693395204.623374 529 1 1 0 
14 1693395204.623222 1693395204.623764 542 1 1 0 
5 1693395204.623552 1693395204.624377 825 1 1 0 
15 1693395204.624040 1693395204.624778 738 1 1 0 
6 1693395204.624563 1693395204.624851 288 1 1 0 
16 1693395204.624974 1693395204.625301 327 1 1 0 
4 1693395195.171238 1693395204.627376 9456138 2 1 0 
5 1693395204.627598 1693395204.628029 431 1 1 0 
6 1693395204.628308 1693395204.628687 379 1 1 0 
14 1693395195.646925 1693395204.628693 8981768 3 1 0 
2 1693395195.672184 1693395204.628904 8956720 3 1 0 
15 1693395204.628951 1693395204.629367 416 1 1 0 
3 1693395204.629159 1693395204.629763 604 1 1 0 
7 1693395204.628967 1693395204.630210 1243 1 1 0 
8 1693395204.630395 1693395204.630704 309 1 1 0 
9 1693395204.630894 1693395204.631118 224 1 1 0 
10 1693395204.631336 1693395204.631638 302 1 1 0 
11 1693395204.631847 1693395204.632175 328 1 1 0 
5 1693395193.298025 1693395204.634005 11335980 2 1 0 
6 1693395204.634309 1693395204.634720 411 1 1 0 
7 1693395204.634919 1693395204.635249 330 1 1 0 
8 1693395204.635487 1693395204.635789 302 1 1 0 
9 1693395204.636053 1693395204.636400 347 1 1 0 
10 1693395204.636699 1693395204.637011 312 1 1 0 
11 1693395204.637333 1693395204.637640 307 1 1 0 
12 1693395204.637880 1693395204.638227 347 1 1 0 
13 1693395204.638422 1693395204.638765 343 1 1 0 
14 1693395204.638992 1693395204.639305 313 1 1 0 
15 1693395204.639540 1693395204.639860 320 1 1 0 
29 1693395195.050354 1693395204.641500 9591146 3 1 0 
21 1693395195.138781 1693395204.641674 9502893 3 1 0 
30 1693395204.641943 1693395204.642352 409 1 1 0 
22 1693395204.642156 1693395204.642603 447 1 1 0 
31 1693395204.642681 1693395204.643232 551 1 1 0 
23 1693395204.643005 1693395204.643459 454 1 1 0 
32 1693395204.643565 1693395204.644035 470 1 1 0 
24 1693395204.643735 1693395204.644178 443 1 1 0 
33 1693395204.644380 1693395204.644694 314 1 1 0 
25 1693395204.644470 1693395204.645008 538 1 1 0 
34 1693395204.645071 1693395204.645554 483 1 1 0 
9 1693395195.195374 1693395204.645915 9450541 2 1 0 
26 1693395204.645385 1693395204.645924 539 1 1 0 
13 1693395195.196741 1693395204.645969 9449228 3 1 0 
2 1693395195.609996 1693395204.646295 9036299 2 1 0 
35 1693395204.646074 1693395204.646690 616 1 1 0 
3 1693395204.646772 1693395204.647549 777 1 1 0 
14 1693395204.646501 1693395204.647844 1343 1 1 0 
36 1693395204.647423 1693395204.648097 674 1 1 0 
27 1693395204.646214 1693395204.648141 1927 1 1 0 
4 1693395204.648271 1693395204.649127 856 1 1 0 
10 1693395204.646681 1693395204.649358 2677 1 1 0 
37 1693395204.648799 1693395204.649700 901 1 1 0 
28 1693395204.648947 1693395204.649851 904 1 1 0 
10 1693395195.580897 1693395204.649953 9069056 3 1 0 
15 1693395204.648711 1693395204.650237 1526 1 1 0 
11 1693395204.650137 1693395204.650872 735 1 1 0 
38 1693395204.650270 1693395204.651240 970 1 1 0 
29 1693395204.650447 1693395204.651539 1092 1 1 0 
5 1693395204.649968 1693395204.651820 1852 1 1 0 
11 1693395204.650687 1693395204.652036 1349 1 1 0 
16 1693395204.651039 1693395204.652394 1355 1 1 0 
12 1693395204.652156 1693395204.653450 1294 1 1 0 
12 1693395204.653215 1693395204.654427 1212 1 1 0 
39 1693395204.652493 1693395204.654908 2415 1 1 0 
30 1693395204.652842 1693395204.655723 2881 1 1 0 
13 1693395204.655320 1693395204.656010 690 1 1 0 
6 1693395204.652932 1693395204.656691 3759 1 1 0 
31 1693395204.656378 1693395204.657036 658 1 1 0 
17 1693395204.653468 1693395204.657289 3821 1 1 0 
7 1693395204.657153 1693395204.657576 423 1 1 0 
32 1693395204.657445 1693395204.658018 573 1 1 0 
13 1693395204.654654 1693395204.658153 3499 1 1 0 
40 1693395204.655620 1693395204.659005 3385 1 1 0 
33 1693395204.658565 1693395204.659247 682 1 1 0 
14 1693395204.658640 1693395204.659378 738 1 1 0 
18 1693395204.657840 1693395204.660191 2351 1 1 0 
8 1693395204.658075 1693395204.660876 2801 1 1 0 
34 1693395204.659853 1693395204.661349 1496 1 1 0 
19 1693395204.660515 1693395204.661380 865 1 1 0 
41 1693395204.659690 1693395204.662135 2445 1 1 0 
20 1693395204.661760 1693395204.662355 595 1 1 0 
35 1693395204.661775 1693395204.662435 660 1 1 0 
15 1693395204.659958 1693395204.662887 2929 1 1 0 
9 1693395204.661219 1693395204.663400 2181 1 1 0 
21 1693395204.662850 1693395204.663813 963 1 1 0 
10 1693395204.663688 1693395204.664019 331 1 1 0 
36 1693395204.662837 1693395204.664250 1413 1 1 0 
11 1693395204.664456 1693395204.664759 303 1 1 0 
22 1693395204.664106 1693395204.664922 816 1 1 0 
12 1693395204.665197 1693395204.665534 337 1 1 0 
37 1693395204.664540 1693395204.665685 1145 1 1 0 
38 1693395204.665971 1693395204.666340 369 1 1 0 
23 1693395204.665252 1693395204.666451 1199 1 1 0 
13 1693395204.665860 1693395204.667467 1607 1 1 0 
39 1693395204.667091 1693395204.667666 575 1 1 0 
24 1693395204.667252 1693395204.667853 601 1 1 0 
14 1693395204.667938 1693395204.668379 441 1 1 0 
40 1693395204.668007 1693395204.668406 399 1 1 0 
25 1693395204.668222 1693395204.668933 711 1 1 0 
41 1693395204.668779 1693395204.669135 356 1 1 0 
26 1693395204.669194 1693395204.669636 442 1 1 0 
42 1693395204.669398 1693395204.669738 340 1 1 0 
3 1693395195.242114 1693395204.704074 9461960 3 1 0 
1 1693395195.301184 1693395204.704195 9403011 2 1 0 
3 1693395195.341499 1693395204.704208 9362709 3 1 0 
4 1693395204.704507 1693395204.705238 731 1 1 0 
2 1693395204.704665 1693395204.705411 746 1 1 0 
4 1693395204.704634 1693395204.706761 2127 1 1 0 
5 1693395204.705705 1693395204.707813 2108 1 1 0 
5 1693395204.707291 1693395204.708017 726 1 1 0 
3 1693395204.706110 1693395204.709070 2960 1 1 0 
6 1693395204.708871 1693395204.709522 651 1 1 0 
6 1693395204.708837 1693395204.709722 885 1 1 0 
40 1693395204.653301 1693395204.710404 57103 3 1 0 
4 1693395204.709773 1693395204.710711 938 1 1 0 
7 1693395204.709896 1693395204.710912 1016 1 1 0 
7 1693395204.710642 1693395204.711410 768 1 1 0 
3 1693395195.680938 1693395204.712854 9031916 3 1 0 
8 1693395204.711932 1693395204.713349 1417 1 1 0 
41 1693395204.711050 1693395204.713565 2515 1 1 0 
8 1693395204.712730 1693395204.713932 1202 1 1 0 
6 1693395204.655407 1693395204.714043 58636 3 1 0 
6 1693395204.661898 1693395204.714226 52328 3 1 0 
14 1693395204.661740 1693395204.714492 52752 3 1 0 
4 1693395204.714129 1693395204.714720 591 1 1 0 
5 1693395204.711185 1693395204.714945 3760 1 1 0 
7 1693395204.714578 1693395204.715456 878 1 1 0 
15 1693395204.715065 1693395204.715968 903 1 1 0 
42 1693395204.714441 1693395204.716113 1672 1 1 0 
9 1693395204.714548 1693395204.716418 1870 1 1 0 
7 1693395204.714645 1693395204.716719 2074 1 1 0 
9 1693395204.714324 1693395204.717607 3283 1 1 0 
43 1693395204.717108 1693395204.718159 1051 1 1 0 
10 1693395204.717869 1693395204.718236 367 1 1 0 
10 1693395204.717234 1693395204.718238 1004 1 1 0 
8 1693395204.717575 1693395204.718717 1142 1 1 0 
6 1693395204.715783 1693395204.718967 3184 1 1 0 
11 1693395204.718623 1693395204.719691 1068 1 1 0 
44 1693395204.719305 1693395204.720326 1021 1 1 0 
8 1693395204.716639 1693395204.720597 3958 1 1 0 
16 1693395204.716981 1693395204.722016 5035 1 1 0 
45 1693395204.721304 1693395204.722190 886 1 1 0 
11 1693395204.719373 1693395204.723269 3896 1 1 0 
7 1693395204.719929 1693395204.723932 4003 1 1 0 
9 1693395204.719743 1693395204.723993 4250 1 1 0 
12 1693395204.723690 1693395204.724113 423 1 1 0 
46 1693395204.722676 1693395204.724850 2174 1 1 0 
8 1693395204.724277 1693395204.725455 1178 1 1 0 
10 1693395204.724283 1693395204.725956 1673 1 1 0 
9 1693395204.725762 1693395204.726387 625 1 1 0 
13 1693395204.724429 1693395204.726462 2033 1 1 0 
11 1693395204.726172 1693395204.726670 498 1 1 0 
7 1693395204.675005 1693395204.727423 52418 3 1 0 
47 1693395204.725248 1693395204.727424 2176 1 1 0 
14 1693395204.726981 1693395204.727524 543 1 1 0 
48 1693395204.727718 1693395204.728325 607 1 1 0 
10 1693395204.726760 1693395204.728479 1719 1 1 0 
8 1693395204.728118 1693395204.728733 615 1 1 0 
11 1693395204.728754 1693395204.729158 404 1 1 0 
12 1693395204.727126 1693395204.729566 2440 1 1 0 
49 1693395204.728968 1693395204.729645 677 1 1 0 
12 1693395204.729698 1693395204.730324 626 1 1 0 
9 1693395204.729177 1693395204.730644 1467 1 1 0 
50 1693395204.730215 1693395204.730911 696 1 1 0 
13 1693395204.730073 1693395204.731683 1610 1 1 0 
51 1693395204.731468 1693395204.731829 361 1 1 0 
10 1693395204.731138 1693395204.732471 1333 1 1 0 
52 1693395204.732372 1693395204.732926 554 1 1 0 
14 1693395204.732133 1693395204.733311 1178 1 1 0 
11 1693395204.732939 1693395204.733951 1012 1 1 0 
15 1693395204.733612 1693395204.734003 391 1 1 0 
53 1693395204.733338 1693395204.734714 1376 1 1 0 
12 1693395204.734491 1693395204.734853 362 1 1 0 
16 1693395204.734567 1693395204.734955 388 1 1 0 
54 1693395204.735022 1693395204.735594 572 1 1 0 
17 1693395204.735421 1693395204.736017 596 1 1 0 
13 1693395204.735129 1693395204.736172 1043 1 1 0 
55 1693395204.736092 1693395204.736596 504 1 1 0 
18 1693395204.736527 1693395204.736962 435 1 1 0 
14 1693395204.736624 1693395204.737124 500 1 1 0 
15 1693395204.737347 1693395204.737763 416 1 1 0 
56 1693395204.737053 1693395204.737864 811 1 1 0 
19 1693395204.737307 1693395204.738359 1052 1 1 0 
16 1693395204.682740 1693395204.738673 55933 3 1 0 
16 1693395204.738089 1693395204.738922 833 1 1 0 
20 1693395204.738677 1693395204.739304 627 1 1 0 
57 1693395204.738178 1693395204.739719 1541 1 1 0 
21 1693395204.739857 1693395204.740481 624 1 1 0 
17 1693395204.739286 1693395204.740730 1444 1 1 0 
58 1693395204.740363 1693395204.740769 406 1 1 0 
17 1693395204.739189 1693395204.741547 2358 1 1 0 
22 1693395204.740902 1693395204.741634 732 1 1 0 
18 1693395204.741259 1693395204.741955 696 1 1 0 
59 1693395204.741387 1693395204.742168 781 1 1 0 
23 1693395204.742362 1693395204.742981 619 1 1 0 
60 1693395204.742787 1693395204.743300 513 1 1 0 
19 1693395204.742579 1693395204.743466 887 1 1 0 
24 1693395204.743385 1693395204.743911 526 1 1 0 
61 1693395204.743899 1693395204.744280 381 1 1 0 
20 1693395204.743966 1693395204.744474 508 1 1 0 
25 1693395204.744166 1693395204.744623 457 1 1 0 
62 1693395204.744663 1693395204.745049 386 1 1 0 
21 1693395204.744803 1693395204.745092 289 1 1 0 
63 1693395204.745281 1693395204.745577 296 1 1 0 
22 1693395204.745371 1693395204.745607 236 1 1 0 
64 1693395204.745787 1693395204.746181 394 1 1 0 
23 1693395204.745844 1693395204.746268 424 1 1 0 
65 1693395204.746420 1693395204.746717 297 1 1 0 
24 1693395204.746471 1693395204.746777 306 1 1 0 
25 1693395204.747026 1693395204.747351 325 1 1 0 
66 1693395204.747000 1693395204.747403 403 1 1 0 
26 1693395204.747581 1693395204.747861 280 1 1 0 
27 1693395204.748090 1693395204.748378 288 1 1 0 
28 1693395204.748609 1693395204.748839 230 1 1 0 
29 1693395204.748974 1693395204.749242 268 1 1 0 
30 1693395204.749420 1693395204.749652 232 1 1 0 
31 1693395204.749830 1693395204.750092 262 1 1 0 
32 1693395204.750264 1693395204.750563 299 1 1 0 
27 1693395204.698917 1693395204.750639 51722 3 1 0 
16 1693395204.697336 1693395204.750663 53327 3 1 0 
33 1693395204.750732 1693395204.751021 289 1 1 0 
28 1693395204.750930 1693395204.751249 319 1 1 0 
17 1693395204.750919 1693395204.751517 598 1 1 0 
29 1693395204.751561 1693395204.751875 314 1 1 0 
34 1693395204.751286 1693395204.751927 641 1 1 0 
18 1693395204.751822 1693395204.752513 691 1 1 0 
30 1693395204.752232 1693395204.752549 317 1 1 0 
35 1693395204.752280 1693395204.752600 320 1 1 0 
19 1693395204.752765 1693395204.753061 296 1 1 0 
31 1693395204.752819 1693395204.753136 317 1 1 0 
36 1693395204.752869 1693395204.753172 303 1 1 0 
20 1693395204.753335 1693395204.753636 301 1 1 0 
32 1693395204.753400 1693395204.753730 330 1 1 0 
37 1693395204.753440 1693395204.753795 355 1 1 0 
38 1693395204.754043 1693395204.754289 246 1 1 0 
33 1693395204.753936 1693395204.754365 429 1 1 0 
39 1693395204.754441 1693395204.754787 346 1 1 0 
34 1693395204.754668 1693395204.754937 269 1 1 0 
40 1693395204.754996 1693395204.755305 309 1 1 0 
42 1693395204.693700 1693395204.755400 61700 3 1 0 
35 1693395204.755144 1693395204.755401 257 1 1 0 
41 1693395204.755509 1693395204.755780 271 1 1 0 
36 1693395204.755635 1693395204.755979 344 1 1 0 
43 1693395204.755906 1693395204.756378 472 1 1 0 
42 1693395204.756046 1693395204.756441 395 1 1 0 
43 1693395204.756654 1693395204.756942 288 1 1 0 
44 1693395204.756613 1693395204.757011 398 1 1 0 
44 1693395204.757099 1693395204.757309 210 1 1 0 
45 1693395204.757277 1693395204.757659 382 1 1 0 
45 1693395204.757457 1693395204.757846 389 1 1 0 
46 1693395204.758172 1693395204.758443 271 1 1 0 
47 1693395204.758645 1693395204.758960 315 1 1 0 
48 1693395204.759169 1693395204.759424 255 1 1 0 
49 1693395204.759644 1693395204.759947 303 1 1 0 
50 1693395204.760156 1693395204.760417 261 1 1 0 
51 1693395204.760631 1693395204.760889 258 1 1 0 
15 1693395204.702514 1693395204.760947 58433 3 1 0 
52 1693395204.761132 1693395204.761432 300 1 1 0 
16 1693395204.761109 1693395204.761520 411 1 1 0 
53 1693395204.761664 1693395204.761975 311 1 1 0 
17 1693395204.761755 1693395204.762678 923 1 1 0 
54 1693395204.762253 1693395204.763180 927 1 1 0 
55 1693395204.763406 1693395204.763708 302 1 1 0 
56 1693395204.763957 1693395204.764301 344 1 1 0 
57 1693395204.764529 1693395204.764852 323 1 1 0 
58 1693395204.765086 1693395204.765392 306 1 1 0 
13 1693395204.655704 1693395204.765454 109750 3 1 0 
59 1693395204.765638 1693395204.765993 355 1 1 0 
60 1693395204.766193 1693395204.766495 302 1 1 0 
61 1693395204.766721 1693395204.766990 269 1 1 0 
62 1693395204.767201 1693395204.767481 280 1 1 0 
63 1693395204.767793 1693395204.768080 287 1 1 0 
14 1693395204.653299 1693395204.768150 114851 3 1 0 
64 1693395204.768405 1693395204.768816 411 1 1 0 
15 1693395204.768464 1693395204.768884 420 1 1 0 
65 1693395204.769067 1693395204.769458 391 1 1 0 
16 1693395204.769126 1693395204.769533 407 1 1 0 
17 1693395204.769806 1693395204.770139 333 1 1 0 
18 1693395204.770447 1693395204.770825 378 1 1 0 
19 1693395204.771382 1693395204.771668 286 1 1 0 
20 1693395204.771830 1693395204.772201 371 1 1 0 
9 1693395195.716870 1693395204.779409 9062539 2 1 0 
10 1693395204.779666 1693395204.780051 385 1 1 0 
11 1693395204.780286 1693395204.780761 475 1 1 0 
17 1693395204.675550 1693395204.782742 107192 3 1 0 
18 1693395204.783610 1693395204.784159 549 1 1 0 
19 1693395204.784440 1693395204.785078 638 1 1 0 
20 1693395204.785346 1693395204.785802 456 1 1 0 
3 1693395196.719183 1693395204.785973 8066790 2 1 0 
21 1693395204.786131 1693395204.787011 880 1 1 0 
4 1693395204.786454 1693395204.787101 647 1 1 0 
5 1693395204.787593 1693395204.788456 863 1 1 0 
22 1693395204.787676 1693395204.788480 804 1 1 0 
6 1693395204.788892 1693395204.789230 338 1 1 0 
23 1693395204.788949 1693395204.790189 1240 1 1 0 
7 1693395204.789546 1693395204.790915 1369 1 1 0 
24 1693395204.790475 1693395204.791397 922 1 1 0 
25 1693395204.791755 1693395204.792167 412 1 1 0 
11 1693395196.728823 1693395204.794487 8065664 3 1 0 
12 1693395204.794882 1693395204.795182 300 1 1 0 
13 1693395204.795397 1693395204.795769 372 1 1 0 
14 1693395204.795992 1693395204.796357 365 1 1 0 
15 1693395204.796605 1693395204.797021 416 1 1 0 
16 1693395204.797269 1693395204.797634 365 1 1 0 
17 1693395204.797881 1693395204.798226 345 1 1 0 
1 1693395195.729205 1693395204.798364 9069159 2 1 0 
51 1693395196.735800 1693395204.798725 8062925 3 1 0 
18 1693395204.798504 1693395204.798944 440 1 1 0 
2 1693395204.798839 1693395204.800229 1390 1 1 0 
19 1693395204.799697 1693395204.800337 640 1 1 0 
52 1693395204.799573 1693395204.801116 1543 1 1 0 
3 1693395204.800638 1693395204.801172 534 1 1 0 
20 1693395204.800719 1693395204.801316 597 1 1 0 
53 1693395204.801575 1693395204.802116 541 1 1 0 
4 1693395204.801566 1693395204.802230 664 1 1 0 
21 1693395204.801680 1693395204.802333 653 1 1 0 
5 1693395204.802811 1693395204.803290 479 1 1 0 
22 1693395204.802993 1693395204.803746 753 1 1 0 
6 1693395204.803836 1693395204.804442 606 1 1 0 
23 1693395204.804292 1693395204.804888 596 1 1 0 
7 1693395204.804967 1693395204.805370 403 1 1 0 
24 1693395204.805295 1693395204.806203 908 1 1 0 
8 1693395204.805789 1693395204.806823 1034 1 1 0 
25 1693395204.806655 1693395204.807739 1084 1 1 0 
26 1693395204.808041 1693395204.808361 320 1 1 0 
27 1693395204.808619 1693395204.809169 550 1 1 0 
28 1693395204.809523 1693395204.809890 367 1 1 0 
29 1693395204.810202 1693395204.810470 268 1 1 0 
30 1693395196.746127 1693395204.810985 8064858 2 1 0 
30 1693395204.810835 1693395204.811364 529 1 1 0 
31 1693395204.811377 1693395204.811816 439 1 1 0 
31 1693395204.811694 1693395204.812140 446 1 1 0 
32 1693395204.812147 1693395204.812527 380 1 1 0 
13 1693395197.748789 1693395204.812895 7064106 3 1 0 
33 1693395204.812805 1693395204.813192 387 1 1 0 
32 1693395204.812471 1693395204.813286 815 1 1 0 
14 1693395204.813261 1693395204.813865 604 1 1 0 
34 1693395204.813438 1693395204.814139 701 1 1 0 
27 1693395197.748756 1693395204.814431 7065675 2 1 0 
33 1693395204.813951 1693395204.814452 501 1 1 0 
15 1693395204.814274 1693395204.814682 408 1 1 0 
35 1693395204.814511 1693395204.814964 453 1 1 0 
28 1693395204.814685 1693395204.815146 461 1 1 0 
34 1693395204.814742 1693395204.815228 486 1 1 0 
36 1693395204.815357 1693395204.815906 549 1 1 0 
16 1693395204.815068 1693395204.815912 844 1 1 0 
35 1693395204.815562 1693395204.816107 545 1 1 0 
29 1693395204.815522 1693395204.816402 880 1 1 0 
37 1693395204.816287 1693395204.816681 394 1 1 0 
17 1693395204.816342 1693395204.816761 419 1 1 0 
36 1693395204.816436 1693395204.816907 471 1 1 0 
30 1693395204.816804 1693395204.817296 492 1 1 0 
20 1693395197.755261 1693395204.817329 7062068 3 1 0 
38 1693395204.817136 1693395204.817580 444 1 1 0 
18 1693395204.817272 1693395204.817744 472 1 1 0 
37 1693395204.817300 1693395204.817813 513 1 1 0 
31 1693395204.817634 1693395204.818160 526 1 1 0 
21 1693395204.817732 1693395204.818809 1077 1 1 0 
38 1693395204.818299 1693395204.819388 1089 1 1 0 
39 1693395204.818021 1693395204.820056 2035 1 1 0 
2 1693395195.755012 1693395204.820165 9065153 2 1 0 
39 1693395204.819804 1693395204.820565 761 1 1 0 
17 1693395204.766709 1693395204.820937 54228 3 1 0 
40 1693395204.820848 1693395204.821266 418 1 1 0 
67 1693395204.768001 1693395204.821608 53607 3 1 0 
18 1693395204.821249 1693395204.822133 884 1 1 0 
41 1693395204.821555 1693395204.822189 634 1 1 0 
68 1693395204.821962 1693395204.822482 520 1 1 0 
19 1693395204.822565 1693395204.822902 337 1 1 0 
69 1693395204.822731 1693395204.823034 303 1 1 0 
70 1693395204.823271 1693395204.823564 293 1 1 0 
71 1693395204.823770 1693395204.824038 268 1 1 0 
36 1693395197.763167 1693395204.830960 7067793 2 1 0 
37 1693395204.831200 1693395204.831452 252 1 1 0 
38 1693395204.831684 1693395204.832021 337 1 1 0 
39 1693395204.832272 1693395204.832742 470 1 1 0 
40 1693395204.832955 1693395204.833253 298 1 1 0 
41 1693395204.833476 1693395204.833802 326 1 1 0 
42 1693395204.834283 1693395204.834616 333 1 1 0 
21 1693395204.802836 1693395204.855999 53163 3 1 0 
1 1693395195.795961 1693395204.858453 9062492 3 1 0 
46 1693395204.806630 1693395204.859364 52734 3 1 0 
21 1693395197.800880 1693395204.859669 7058789 2 1 0 
2 1693395204.859017 1693395204.859779 762 1 1 0 
47 1693395204.859780 1693395204.860329 549 1 1 0 
3 1693395204.860453 1693395204.861130 677 1 1 0 
22 1693395204.860159 1693395204.861286 1127 1 1 0 
48 1693395204.860865 1693395204.861448 583 1 1 0 
4 1693395204.861613 1693395204.862173 560 1 1 0 
23 1693395204.861749 1693395204.862323 574 1 1 0 
5 1693395204.862558 1693395204.862963 405 1 1 0 
24 1693395204.862737 1693395204.863179 442 1 1 0 
6 1693395204.863317 1693395204.863722 405 1 1 0 
25 1693395204.863471 1693395204.863868 397 1 1 0 
7 1693395204.864103 1693395204.864631 528 1 1 0 
26 1693395204.864132 1693395204.864720 588 1 1 0 
8 1693395204.864912 1693395204.865276 364 1 1 0 
27 1693395204.865064 1693395204.865904 840 1 1 0 
9 1693395204.865568 1693395204.866374 806 1 1 0 
14 1693395204.703433 1693395204.866581 163148 3 1 0 
28 1693395204.866184 1693395204.867138 954 1 1 0 
10 1693395204.866894 1693395204.867669 775 1 1 0 
15 1693395204.866991 1693395204.868158 1167 1 1 0 
11 1693395204.867963 1693395204.868474 511 1 1 0 
29 1693395204.867579 1693395204.869006 1427 1 1 0 
16 1693395204.868814 1693395204.869469 655 1 1 0 
12 1693395204.869175 1693395204.869754 579 1 1 0 
17 1693395204.869856 1693395204.870329 473 1 1 0 
13 1693395204.870069 1693395204.870388 319 1 1 0 
18 1693395204.870579 1693395204.870942 363 1 1 0 
14 1693395204.870757 1693395204.871156 399 1 1 0 
19 1693395204.871182 1693395204.871582 400 1 1 0 
15 1693395204.871477 1693395204.871929 452 1 1 0 
20 1693395204.871973 1693395204.872592 619 1 1 0 
16 1693395204.872470 1693395204.872758 288 1 1 0 
21 1693395204.872929 1693395204.873381 452 1 1 0 
17 1693395204.873040 1693395204.873541 501 1 1 0 
22 1693395204.873696 1693395204.874197 501 1 1 0 
18 1693395204.873857 1693395204.874239 382 1 1 0 
23 1693395204.874454 1693395204.874814 360 1 1 0 
19 1693395204.874497 1693395204.874937 440 1 1 0 
24 1693395204.875097 1693395204.875452 355 1 1 0 
37 1693395204.803715 1693395204.875504 71789 3 1 0 
20 1693395204.875173 1693395204.875719 546 1 1 0 
38 1693395204.875756 1693395204.876375 619 1 1 0 
25 1693395204.875683 1693395204.876904 1221 1 1 0 
39 1693395204.877073 1693395204.877415 342 1 1 0 
21 1693395204.876122 1693395204.877627 1505 1 1 0 
26 1693395204.877322 1693395204.877719 397 1 1 0 
40 1693395204.877772 1693395204.878223 451 1 1 0 
22 1693395204.877968 1693395204.878396 428 1 1 0 
41 1693395204.878436 1693395204.878862 426 1 1 0 
23 1693395204.878751 1693395204.879157 406 1 1 0 
42 1693395204.879215 1693395204.879605 390 1 1 0 
24 1693395204.879381 1693395204.879788 407 1 1 0 
43 1693395204.879813 1693395204.880202 389 1 1 0 
25 1693395204.880069 1693395204.880409 340 1 1 0 
44 1693395204.880484 1693395204.880790 306 1 1 0 
26 1693395204.880612 1693395204.880979 367 1 1 0 
20 1693395204.823062 1693395204.881051 57989 3 1 0 
45 1693395204.881148 1693395204.881526 378 1 1 0 
21 1693395204.881545 1693395204.881961 416 1 1 0 
46 1693395204.881825 1693395204.882160 335 1 1 0 
27 1693395204.881263 1693395204.882394 1131 1 1 0 
22 1693395204.882437 1693395204.883240 803 1 1 0 
47 1693395204.882485 1693395204.883443 958 1 1 0 
28 1693395204.882720 1693395204.883585 865 1 1 0 
23 1693395204.883757 1693395204.884148 391 1 1 0 
48 1693395204.883786 1693395204.884206 420 1 1 0 
49 1693395204.884471 1693395204.884799 328 1 1 0 
50 1693395204.885027 1693395204.885310 283 1 1 0 
2 1693395195.825808 1693395204.885409 9059601 2 1 0 
26 1693395204.833836 1693395204.886090 52254 3 1 0 
27 1693395204.886350 1693395204.886705 355 1 1 0 
12 1693395204.830628 1693395204.887136 56508 3 1 0 
28 1693395204.886974 1693395204.887315 341 1 1 0 
13 1693395204.887466 1693395204.887695 229 1 1 0 
29 1693395204.887499 1693395204.887760 261 1 1 0 
14 1693395204.887931 1693395204.888250 319 1 1 0 
30 1693395204.887989 1693395204.888295 306 1 1 0 
31 1693395204.888561 1693395204.888852 291 1 1 0 
15 1693395204.888496 1693395204.888939 443 1 1 0 
32 1693395204.889073 1693395204.889356 283 1 1 0 
33 1693395204.889544 1693395204.889793 249 1 1 0 
34 1693395204.889974 1693395204.890268 294 1 1 0 
35 1693395204.890438 1693395204.890791 353 1 1 0 
36 1693395204.891052 1693395204.891304 252 1 1 0 
37 1693395204.891501 1693395204.891795 294 1 1 0 
38 1693395204.891998 1693395204.892275 277 1 1 0 
39 1693395204.892564 1693395204.892815 251 1 1 0 
40 1693395204.893032 1693395204.893245 213 1 1 0 
41 1693395204.893415 1693395204.893663 248 1 1 0 
36 1693395198.832004 1693395204.893852 6061848 3 1 0 
42 1693395204.893887 1693395204.894187 300 1 1 0 
37 1693395204.894118 1693395204.894594 476 1 1 0 
43 1693395204.894470 1693395204.894943 473 1 1 0 
38 1693395204.894750 1693395204.895435 685 1 1 0 
44 1693395204.895116 1693395204.895437 321 1 1 0 
39 1693395204.895673 1693395204.895990 317 1 1 0 
45 1693395204.895838 1693395204.896068 230 1 1 0 
40 1693395204.896197 1693395204.896509 312 1 1 0 
46 1693395204.896304 1693395204.896625 321 1 1 0 
41 1693395204.896814 1693395204.897036 222 1 1 0 
42 1693395204.897219 1693395204.897470 251 1 1 0 
43 1693395204.897665 1693395204.897901 236 1 1 0 
44 1693395204.898121 1693395204.898361 240 1 1 0 
45 1693395204.898603 1693395204.898897 294 1 1 0 
46 1693395204.899084 1693395204.899387 303 1 1 0 
47 1693395204.899562 1693395204.899785 223 1 1 0 
48 1693395204.899970 1693395204.900219 249 1 1 0 
